	tconst	titleType	primaryTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
152391	tt10763618	movie	Tune in for Love	2019	122	Drama,Romance	7.1	4977
152394	tt10763820	movie	Night Teeth	2021	107	Action,Crime,Drama	5.7	19843
152402	tt10765852	movie	Metallica & San Francisco Symphony - S&M2	2019	150	Music	8.6	1509
152407	tt10766468	movie	Gintama: The Final	2021	104	Action,Animation,Comedy	8.5	2558
152411	tt10767168	movie	La Llorona	2019	97	Crime,Drama,Horror	6.6	6968
152412	tt10767426	movie	Text	2019	132	Drama,Thriller	6.6	3249
152420	tt10767976	movie	Fatteshikast	2019	153	Action,Drama,History	8.6	1539
152433	tt10768548	movie	Raahu	2020	123	Thriller	7.1	2288
152442	tt1077026	movie	Grande, grosso e... Verdone	2008	135	Comedy	5.5	1499
152453	tt1077089	movie	The Magic Hour	2008	136	Comedy	7.1	1656
152455	tt1077091	movie	Musallat	2007	95	Crime,Fantasy,Horror	5.9	4252
152456	tt1077094	movie	One Million Yen and the Nigamushi Woman	2008	121	Drama	7.1	1453
152457	tt1077097	movie	2 Alone in Paris	2008	94	Comedy	5.4	2618
152472	tt1077248	movie	Johnny Gaddaar	2007	135	Crime,Drama,Mystery	7.9	12692
152476	tt1077258	movie	Planet Terror	2007	105	Action,Comedy,Horror	7.1	216270
152478	tt1077262	movie	Ajami	2009	124	Crime,Drama	7.3	6335
